Rank,HS6_Code,Short_Name_ENG,ESRI_Score
1076,171273,Coated bases for paper an,4.937474449386481e-05
1077,291041,Goods vehicles with a die,4.919421348607465e-05
1078,201464,"Other organic compounds, ",4.809966284637298e-05
1079,239913,Bituminous mixtures based,4.7391664297988295e-05
1080,162991,"Wood and cork, except fur",4.662845712568894e-05
1081,108113,Refined cane or beet suga,4.6402559469970244e-05
1082,108221,Chocolate and other food ,4.6212369934022215e-05
1083,105156,Products consisting of na,4.617874394710224e-05
1084,221113,New pneumatic rubber tyre,4.599425046622165e-05
1085,221199,Sub-contracted operations,4.529033363201574e-05
1086,108423,"Cinnamon (canella), proce",4.473907290809601e-05
1087,139311,Knotted carpets and other,4.469511880844502e-05
1088,331226,Repair and maintenance of,4.3737658730801675e-05
1089,109210,"Dog or cat food, p.r.s.",4.367200275306761e-05
1090,101132,Frozen carcases and half-,4.316194441137492e-05
1091,108422,"Chillies and peppers, dry",4.297446990328515e-05
1092,105210,Ice cream and other edibl,4.2416192299934435e-05
1093,201112,Carbon dioxide,4.1947226271771885e-05
1094,110212,White wine with a protect,4.134401312288904e-05
1095,211054,Antibiotics,4.090048213611465e-05
1096,329955,"Artificial flowers, folia",3.9301936105444295e-05
1097,162925,"Manufactures of straw, of",3.8142885209326604e-05
1098,104141,Oilcake and other solid r,3.795621787168117e-05
1099,108999,Sub-contracted operations,3.736951502734165e-05
1100,201424,Monophenols,3.7307014352253646e-05
1101,204142,Artificial and prepared w,3.7297970374320447e-05
1102,103922,"Citrus fruit jams, marmal",3.724941173418018e-05
1103,325023,Parts and accessories of ,3.723949637906273e-05
1104,161021,Coniferous wood continuou,3.705708503103291e-05
1105,81212,Gravel and pebbles of a k,3.67872332756632e-05
1106,62010,"Natural gas, liquefied or",3.6081362722086364e-05
1107,211010,Salicylic acid and its sa,3.561813861094831e-05
1108,103918,Vegetables (excluding pot,3.538562766102082e-05
1109,192021,Unleaded gasoline,3.5163325582735985e-05
1110,192024,Spirit type and kerosene ,3.516332558273598e-05
1111,192028,Fuel oils n.e.c.,3.516332558273598e-05
1112,192031,"Propane and butane, lique",3.516332558273598e-05
1113,192026,Gas oil to diesel engines,3.516332558273597e-05
1114,108913,Bakers’ yeast,3.48396227173807e-05
1115,105121,Skimmed milk powder (milk,3.463816031238613e-05
1116,81120,Gypsum and anhydrite,3.394784613464565e-05
1117,101160,"Guts, bladders and stomac",3.3629078015870544e-05
1118,267022,Binoculars (including nig,3.3102243370283543e-05
1119,236399,Sub-contracted operations,3.2597615084307346e-05
1120,303060,Reconditioning of civil a,3.229778795380003e-05
1121,321212,"Industrial diamonds, work",3.215568926603025e-05
1122,279043,Surge suppressors for a v,3.164913477785729e-05
1123,103921,Frozen fruit and nuts unc,3.163663280836142e-05
1124,171234,Recycled fluting and othe,3.1428190213501584e-05
1125,171235,Uncoated testliner (recyc,3.1428190213501584e-05
1126,171241,"Uncoated, unbleached sack",3.1416908172063626e-05
1127,171231,"Uncoated, unbleached kraf",3.141690817206362e-05
1128,171233,Semi-chemical fluting,3.141690817206362e-05
1129,233199,Sub-contracted operations,3.123986267301039e-05
1130,236499,Sub-contracted operations,3.123986267301039e-05
1131,105122,Whole milk powder or full,3.1226498498721694e-05
1132,321299,Sub-contracted operations,2.916024305751234e-05
1133,51010,"Hard cole (anthracite), h",2.9154657071141843e-05
1134,106199,Sub-contracted operations,2.8635545579124548e-05
1135,101220,Frozen whole chickens,2.859695732845015e-05
1136,143199,Sub-contracted operations,2.8359667562596514e-05
1137,206011,"Aramids staple, not carde",2.8062821459298407e-05
1138,105112,Milk and cream of a fat c,2.7933206396241683e-05
1139,383224,Secondary raw material of,2.764497316848037e-05
1140,289430,"Machinery for preparing, ",2.6844792086395306e-05
1141,103211,Tomato juice,2.6710820137417394e-05
1142,245410,Non-ferrous cast parts fo,2.6670369891286177e-05
1143,211032,Sulphonamides,2.6522052322138373e-05
1144,301211,Sailboats (except inflata,2.6162026786787714e-05
1145,101316,"Flours, meals and pellets",2.5351792763714028e-05
1146,108511,Prepared meals and dishes,2.5132159851330356e-05
1147,201571,Mineral or chemical ferti,2.4686555904096637e-05
1148,106211,Wheat starch,2.4520893342786927e-05
1149,234210,"Ceramic sinks, etc. and o",2.4168214892958056e-05
1150,108311,"Decaffeinated coffee, not",2.4133066289063534e-05
1151,235220,Plasters consisting of ca,2.3829212478725917e-05
1152,108514,Cooked or uncooked pasta ,2.3726362453812243e-05
1153,89929,Other minerals,2.350707809230225e-05
1154,103212,Frozen unconcentrated ora,2.3028104985108152e-05
1155,104199,Sub-contracted operations,2.297289636119346e-05
1156,265199,Sub-contracted operations,2.2920072559046127e-05
1157,234112,"Ceramic tableware, other ",2.2353503113858118e-05
1158,139313,Tufted carpets and other ,2.234885271141174e-05
1159,205399,Sub-contracted operations,2.2114305490590576e-05
1160,106123,Flour and meal of dried p,2.1757536154191514e-05
1161,162115,Medium density fibreboard,2.1193213944899664e-05
1162,104123,Crude sunflower-seed and ,2.1033412541702842e-05
1163,212024,Adhesive dressings or sim,2.0958052173853828e-05
1164,103911,Frozen vegetables and mix,2.0822309953333224e-05
1165,108421,"Pepper (piper spp.), proc",2.0739272293871566e-05
1166,243412,Stainless steel wire (exc,2.055642984344533e-05
1167,101240,Fresh or chilled fatty li,2.0505908311542663e-05
1168,236911,Articles of plaster or co,2.0505669829365925e-05
1169,106220,Residues of starch manufa,2.0178949247235787e-05
1170,104159,Other oils and their frac,2.0014093856370394e-05
1171,283053,"Straw or fodder balers, i",1.996373742751316e-05
1172,104154,Refined sunflower-seed an,1.949849539026428e-05
1173,143999,Sub-contracted operations,1.931164460479057e-05
1174,108911,Soups and broths and prep,1.919493509645188e-05
1175,201342,Nitrates of barium; of be,1.8883459028850096e-05
1176,110520,Brewing or distilling dre,1.8431425235235882e-05
1177,192099,Sub-contracted operations,1.8121416750260168e-05
1178,201499,Sub-contracted operations,1.8121416750260168e-05
1179,171111,"Chemical wood pulp, disso",1.8096174329091677e-05
1180,289699,Sub-contracted operations,1.7535200042665566e-05
1181,108513,Prepared meals and dishes,1.7385891855245167e-05
1182,283082,Milking machines,1.712417601105876e-05
1183,104124,"Crude rape, colza or must",1.7061143337268814e-05
1184,101142,Raw hides and skins of bo,1.7014831933024694e-05
1185,212022,Chemical contraceptive pr,1.6602569628577144e-05
1186,103111,"Frozen potatoes, uncooked",1.657533679847203e-05
1187,103213,Grapefruit juice,1.6463332726928198e-05
1188,105155,Whey and modified whey in,1.5999778409699295e-05
1189,108411,Wine vinegar,1.577703605662662e-05
1190,104156,"Refined rape, colza or mu",1.548807820994369e-05
1191,109199,Sub-contracted operations,1.5403701381335733e-05
1192,108120,"Beet-pulp, bagasse and ot",1.513521631228655e-05
1193,201461,Methanal (formaldehyde),1.5087776703898661e-05
1194,108212,"Cocoa butter, fat and oil",1.496804030639369e-05
1195,203023,"Artists’, students’, or s",1.496804030639369e-05
1196,120099,Sub-contracted operations,1.4963325697207423e-05
1197,103916,"Peas, preserved otherwise",1.4748453255967076e-05
1198,205960,Caseinates and other case,1.4512465969694066e-05
1199,201343,Disodium carbonate,1.4512465969694066e-05
1200,231313,Table or kitchen glasswar,1.4212437046575666e-05
1201,222399,Sub-contracted operations,1.3835121553411556e-05
1202,103114,Potatoes prepared or pres,1.380276135650658e-05
1203,110211,Champagne (important: exc,1.361981800977481e-05
1204,171212,Handmade paper and paperb,1.3612470924253011e-05
1205,108915,Vegetable saps and extrac,1.3490221291500892e-05
1206,234310,Electrical insulators of ,1.3368503657450722e-05
1207,182030,Reproduction of magnetic ,1.3232550471927604e-05
1208,324041,Playing cards,1.3232550471927604e-05
1209,132032,Woven fabrics of syntheti,1.3094918738775926e-05
1210,101113,Fresh or chilled carcases,1.2540530229384337e-05
1211,110310,Fermented beverages and m,1.2527028469224445e-05
1212,293122,Starter motors and dual-p,1.2338049688942932e-05
1213,162122,Veneer sheets and sheets ,1.1810206080300486e-05
1214,103915,"Beans, preserved otherwis",1.1705622473409752e-05
1215,237012,"Natural stone setts, kerb",1.1284573017988567e-05
1216,101131,"Frozen carcases, half-car",1.0711803036205378e-05
1217,108916,Perishable foods includin,1.0336615537849075e-05
1218,108512,Prepared meals and dishes,1.0264731506345594e-05
1219,162299,Sub-contracted operations,1.0044043768949422e-05
1220,282412,Tools for working in the ,9.840838609586395e-06
1221,282422,Parts for pneumatic hand ,9.840838609586395e-06
1222,101230,Fats of poultry,9.428686373835796e-06
1223,101133,"Frozen carcases, half-car",8.9930619884594e-06
1224,241061,Ribbed or other deformed ,8.90425489479898e-06
1225,289315,"Bakery ovens, including b",8.54471549619321e-06
1226,103999,Sub-contracted operations,8.288420535331873e-06
1227,103214,Pineapple juice,8.240880030638432e-06
1228,161013,Railway or tramway sleepe,7.80653978005985e-06
1229,101313,"Meat salted, in brine, dr",7.768199183953615e-06
1230,201453,Phosphoric esters; and th,7.692737919799072e-06
1231,101114,"Meat of goats, fresh or c",7.529019905468893e-06
1232,106214,Crude maize (corn) oil an,6.947380221189358e-06
1233,103924,Peel of citrus fruit or m,6.7505590462497545e-06
1234,110799,Sub-contracted operations,6.592225225678988e-06
1235,201399,Sub-contracted operations,6.554627593277203e-06
1236,383213,Briquettes n.e.c. (produc,6.497822973256654e-06
1237,105151,Condensed or evaporated m,6.222458610647751e-06
1238,105153,Casein and caseinates,6.222458610647751e-06
1239,101399,Sub-contracted operations,6.20520534239994e-06
1240,244599,Sub-contracted operations,6.193941645744808e-06
1241,289914,Reel fed letterpress prin,6.120406583786993e-06
1242,103991,Cooking and other prepara,6.034488793421664e-06
1243,108912,"Egg products, fresh, drie",6.0249678511349945e-06
1244,108211,Cocoa paste (excluding co,5.945745906501137e-06
1245,109299,Sub-contracted operations,5.937178892921417e-06
1246,201549,Mineral or chemical ferti,5.875274423275249e-06
1247,201559,Mineral or chemical ferti,5.875274423275249e-06
1248,201539,Double salts and mixtures,5.871284433010604e-06
1249,329960,Taxidermy services,5.851655515386843e-06
1250,103914,Cut and packaged vegetabl,5.68254413490583e-06
1251,103930,Vegetable by-products and,5.6149160930179716e-06
1252,236210,"Boards, sheets, panels, t",5.536593042742581e-06
1253,201221,Disperse dyes and prepara,5.368747452276561e-06
1254,235112,Portland cement,5.3043022302089995e-06
1255,108914,Extracts and juices of me,5.211220802150139e-06
1256,110410,Vermouth and other wine o,5.061683304944417e-06
1257,107199,Sub-contracted operations,5.042595558414016e-06
1258,309220,Invalid carriages not mec,4.921721784373838e-06
1259,108299,Sub-contracted operations,4.887362006140839e-06
1260,282950,Non-domestic dish-washing,4.707344652269798e-06
1261,102025,Prepared or preserved sal,4.392887557458792e-06
1262,202013,Anti-sprouting products p,4.2712249577571006e-06
1263,211060,Extracts of glands or oth,4.231627744027292e-06
1264,291030,Motor vehicles for the tr,4.192333219214107e-06
1265,89119,Other chemical and fertil,3.92226132645049e-06
1266,109120,Lucerne (alfalfa) meal an,3.726155598041094e-06
1267,201351,Tungstates,3.666516709073934e-06
1268,332041,Installation of medical a,3.638531742872949e-06
1269,231911,Glass in the mass (exclud,3.6328723773711445e-06
1270,161031,"Wood in the rough, treate",3.5668311591977283e-06
1271,81112,"Quartzite (crude, roughly",3.432473969780477e-06
1272,110220,Wine lees; argol,3.3862542894505014e-06
1273,101312,"Beef and veal salted, in ",3.1145497110153694e-06
1274,151143,Leather of swine without ,3.0982228543002752e-06
1275,191010,Coke and semi-coke of coa,2.9756797050229365e-06
1276,191020,"Tar distilled from coal, ",2.9756797050229365e-06
1277,91011,Drilling services to petr,2.807669011511484e-06
1278,101299,Sub-contracted operations,2.761302572918897e-06
1279,101391,Cooking and other prepara,2.6626535032723574e-06
1280,102011,Fresh or chilled fish fil,2.542275038368478e-06
1281,102013,Frozen whole salt water f,2.542275038368478e-06
1282,102012,Fresh or chilled fish liv,2.512418904319246e-06
1283,102014,Frozen fish fillets,2.512418904319246e-06
1284,102015,"Frozen fish meat, whether",2.512418904319246e-06
1285,102016,Frozen fish livers and ro,2.5124189043192457e-06
1286,241067,Hollow drill bars and rod,2.3230365388155638e-06
1287,262012,"Point-of-sale terminals, ",2.1491463424083945e-06
1288,212099,Sub-contracted operations,1.82824105643407e-06
1289,108114,Cane molasses,1.7525504824942057e-06
1290,139913,"Felt, whether or not impr",1.5702216859870988e-06
1291,61010,Crude petroleum and crude,1.3912775019113794e-06
1292,201574,Other mineral or chemical,1.1978868013602256e-06
1293,201599,Sub-contracted operations,1.1911267488888636e-06
1294,211099,Sub-contracted operations,1.1911267488888636e-06
1295,244120,Gold (including gold plat,1.1577208993628107e-06
1296,234411,Ceramic wares for laborat,1.010393948487615e-06
1297,101135,"Frozen meat, of horses an",9.647154392510017e-07
1298,108499,Sub-contracted operations,9.442610064000689e-07
1299,234999,Sub-contracted operations,9.205962365545949e-07
1300,201573,Ammonium dihydrogenorthop,9.066725463896997e-07
1301,201575,Mineral or chemical ferti,9.066725463896997e-07
1302,201532,Ammonium sulphate (exclud,9.066725463896996e-07
1303,201551,Potassium chloride (exclu,9.066725463896996e-07
1304,201552,Potassium sulphate (exclu,9.066725463896996e-07
1305,201572,Diammonium hydrogenorthop,9.066725463896996e-07
1306,201541,Superphosphates (excludin,9.066725463896995e-07
1307,329952,Scent sprays and similar ,8.623515510822073e-07
1308,266014,Appliances for overcoming,8.388335394993406e-07
1309,89210,Peat,7.526405773916197e-07
1310,205958,Biodiesel and mixtures th,7.477700375513302e-07
1311,204110,"Glycerol (glycerine), cru",7.477700375513302e-07
1312,234412,Ceramic wares for laborat,7.46715212538838e-07
1313,101115,Meat of horses and other ,6.909745899221923e-07
1314,329912,Ball-point pens,6.402145758427918e-07
1315,329914,Pen or pencil sets contai,6.402145758427918e-07
1316,329915,Pencils and crayons with ,6.402145758427918e-07
1317,101143,Other raw hides and skins,6.363621714493424e-07
1318,259924,"Statuettes, frames, mirro",6.053870056477276e-07
1319,244130,Platinum. Unwrought or in,6.053870056477276e-07
1320,110299,Sub-contracted operations,5.763747316084893e-07
1321,81111,"Marble and travertine, cr",4.2578240939027466e-07
1322,236120,Prefabricated buildings o,3.645108347516051e-07
1323,104119,Other animal fats and oil,3.396077920653795e-07
1324,234111,Porcelain or china tablew,3.066972516756272e-07
1325,237011,Worked monumental/buildin,3.057524953600908e-07
1326,291021,Vehicles with only spark-,2.4936980534453674e-07
1327,272011,Manganese dioxide cells a,2.3843631478027117e-07
1328,282411,Electromechanical hand dr,2.3843631478027117e-07
1329,245112,Parts of land vehicles (n,2.2784220269828568e-07
1330,103215,Grape juice (including gr,1.9647262406591303e-07
1331,309111,Motorcycles and cycles wi,1.5310555746536972e-07
1332,309113,Side cars for motorcycles,1.5310555746536972e-07
1333,289199,Sub-contracted operations,1.2580852062035774e-07
1334,235111,Cement clinker,1.1965384598225187e-07
1335,235210,Quicklime,1.1866322770965065e-07
1336,110199,Sub-contracted operations,8.519317144370681e-08
1337,142010,Articles of apparel and c,7.580064263682097e-08
1338,151110,Tanned or dressed whole f,7.580064263682097e-08
1339,151151,"Leather of other animals,",7.580064263682097e-08
1340,102034,"Crustaceans, molluscs and",7.429637044509317e-08
1341,237099,Sub-contracted operations,4.788905556713967e-08
1342,139319,Needlefelt carpets and ot,4.644899011530269e-08
1343,132099,Sub-contracted operations,4.263327528750531e-08
1344,102026,Caviar (sturgeon roe),4.214713854261767e-08
1345,102091,Smoking and other preserv,4.214713854261767e-08
1346,72913,Aluminium ores and concen,4.0963900050343956e-08
1347,325042,Sunglasses,1.8344782825948927e-08
1348,275114,Electric blankets,1.750092281595528e-08
1349,161022,"Bamboo, incl. strips and ",1.6363546280746444e-08
1350,201366,"Sulphur (excluding crude,",1.5519686270752793e-08
1351,201369,Other inorganic chemical ,1.5519686270752793e-08
1352,202099,Sub-contracted operations,1.5519686270752793e-08
1353,231312,Drinking glasses (includi,1.4840929306192682e-08
1354,205112,Safety fuses; detonating ,1.4666653869346168e-08
1355,205114,"Signalling flares, rain r",1.4666653869346168e-08
1356,205111,Propellant powders,1.436396495271801e-08
1357,131022,"Wool, degreased or carbon",9.273287718517183e-09
1358,131025,"Cotton, carded or combed",9.273287718517183e-09
1359,131031,"Synthetic staple fibres, ",9.273287718517181e-09
1360,234199,Sub-contracted operations,8.741289016564664e-09
1361,301299,Sub-contracted operations,4.567850923661283e-09
