Rank,HS6_Code,Short_Name_ENG,ESRI_Score
1149,205112,Safety fuses; detonating ,7842.087393251016
1150,205114,"Signalling flares, rain r",7842.087393251016
1151,106123,Flour and meal of dried p,7690.576740505915
1152,139913,"Felt, whether or not impr",7635.566038210722
1153,284921,"Arbors, collets and sleev",7634.857238586574
1154,324042,Articles and accessories ,7495.414433285918
1155,332021,Installation of office ma,7492.179820686351
1156,289920,Machines and apparatus us,7471.461930586881
1157,289331,"Parts for presses, crushe",7415.602783404236
1158,101391,Cooking and other prepara,7393.033905894679
1159,309111,Motorcycles and cycles wi,7327.454116354101
1160,284911,Sawing machines for worki,7302.204390714785
1161,289499,Sub-contracted operations,7242.446021599645
1162,281213,Hydraulic pumps (piston),7194.962349796376
1163,105199,Sub-contracted operations,7015.128052639499
1164,289111,"Converters, ladles, ingot",6942.600580653655
1165,102011,Fresh or chilled fish fil,6927.935567054904
1166,102012,Fresh or chilled fish liv,6927.935567054904
1167,102013,Frozen whole salt water f,6927.935567054904
1168,102014,Frozen fish fillets,6927.935567054904
1169,102015,"Frozen fish meat, whether",6927.935567054904
1170,102016,Frozen fish livers and ro,6927.935567054904
1171,102025,Prepared or preserved sal,6927.935567054904
1172,201575,Mineral or chemical ferti,6924.631450622155
1173,201653,"Polymethyl methacrylate, ",6907.926857774463
1174,152011,"Waterproof footwear, with",6888.168318248956
1175,103912,Vegetables provisionally ,6846.0290169524205
1176,108212,"Cocoa butter, fat and oil",6841.165680820863
1177,323012,Snow-ski footwear,6790.146312241076
1178,332035,Installation of machinery,6761.96951699411
1179,108499,Sub-contracted operations,6755.946413543481
1180,266091,Medical instrument manufa,6750.271388729113
1181,281112,Spark ignition reciprocat,6668.774590084426
1182,171231,"Uncoated, unbleached kraf",6501.69001253696
1183,171233,Semi-chemical fluting,6501.69001253696
1184,171241,"Uncoated, unbleached sack",6501.69001253696
1185,212024,Adhesive dressings or sim,6478.031952205398
1186,267025,Parts and accessories (in,6351.731041584849
1187,323016,"Fishing rods, other line ",6317.411342828426
1188,283094,Parts for milking machine,6287.060949232917
1189,110199,Sub-contracted operations,6261.113158773696
1190,133019,Finishing of woven fabric,6182.036934480103
1191,332041,Installation of medical a,6147.668659856195
1192,237099,Sub-contracted operations,6073.53704799962
1193,241014,"Granules and powders, of ",5903.9146878527845
1194,131029,Other vegetable textile f,5861.060059952988
1195,201342,Nitrates of barium; of be,5826.739346075136
1196,321110,Coins (money),5667.002501099802
1197,329960,Taxidermy services,5635.374455014549
1198,108914,Extracts and juices of me,5613.19006366007
1199,132099,Sub-contracted operations,5511.709989350664
1200,143110,"Panty hose and tights, of",5509.210269610169
1201,310099,Sub-contracted operations,5506.194154557481
1202,161013,Railway or tramway sleepe,5476.480031837899
1203,171276,"Carbon paper, self-copy p",5423.278664465139
1204,221120,Retreaded tyres of rubber,5357.2231064918
1205,239111,Millstones and grindstone,5348.54315655574
1206,289914,Reel fed letterpress prin,5329.802986218785
1207,303060,Reconditioning of civil a,5310.520826505994
1208,284132,Numerically controlled pu,5279.578214424479
1209,204212,Lip make-up preparations,5273.870253743652
1210,192099,Sub-contracted operations,5248.9149379627615
1211,201351,Tungstates,5148.747047574904
1212,252199,Sub-contracted operations,5093.475982887655
1213,108111,Raw cane and beet sugar i,5065.556474781102
1214,261191,Services connected with m,5063.812323658046
1215,383213,Briquettes n.e.c. (produc,5044.510225932682
1216,301219,Motor boats and motor yac,5006.244022397693
1217,275199,Sub-contracted operations,4993.201705047451
1218,282981,Parts for producer gas or,4985.079135426951
1219,89119,Other chemical and fertil,4911.167026276229
1220,236999,Sub-contracted operations,4808.730704434499
1221,303015,Parts for aircraft spark-,4797.739701577374
1222,281312,Positive displacement rec,4702.411656383497
1223,108224,"Drained, glace or crystal",4588.833552594668
1224,234199,Sub-contracted operations,4571.968655504175
1225,201532,Ammonium sulphate (exclud,4491.839769689083
1226,201541,Superphosphates (excludin,4491.839769689083
1227,201551,Potassium chloride (exclu,4491.839769689083
1228,201552,Potassium sulphate (exclu,4491.839769689083
1229,201572,Diammonium hydrogenorthop,4491.839769689083
1230,201573,Ammonium dihydrogenorthop,4491.839769689083
1231,244312,Unwrought non-alloy zinc ,4479.051746548928
1232,272011,Manganese dioxide cells a,4476.889112665371
1233,171273,Coated bases for paper an,4442.222340956009
1234,267019,Flashlights (including  p,4439.921397826402
1235,241067,Hollow drill bars and rod,4385.08264430743
1236,132033,Woven fabrics of artifici,4358.388300201188
1237,131099,Sub-contracted operations,4336.771222775635
1238,302033,Railway or tramway goods ,4320.9143722003555
1239,102034,"Crustaceans, molluscs and",4313.613746296197
1240,282199,Sub-contracted operations,4229.056784927965
1241,201699,Sub-contracted operations,4199.960279179367
1242,265165,Hydraulic or pneumatic au,4151.709673173898
1243,265131,Balances of a sensitivity,4127.877840413055
1244,325011,"Dental drill engines, whe",4124.0285848966105
1245,331313,Repair and maintenance of,3988.2267202401904
1246,103999,Sub-contracted operations,3980.4277866420302
1247,205953,Chemical elements doped f,3951.6022690271047
1248,143199,Sub-contracted operations,3914.924333603719
1249,239999,Sub-contracted operations,3865.9714203467897
1250,231412,Mats of irregularly lamin,3833.424068550063
1251,322013,"Keyboard pipe organs, har",3827.2359229241806
1252,242021,"Line pipe, of a kind used",3733.262482296986
1253,242031,"Line pipe, of a kind used",3733.262482296986
1254,131025,"Cotton, carded or combed",3732.934677250637
1255,131031,"Synthetic staple fibres, ",3732.934677250637
1256,139111,"Pile fabrics, terry fabri",3719.644358289626
1257,171242,Sulphite wrapping paper i,3620.287544680286
1258,201366,"Sulphur (excluding crude,",3572.560783803779
1259,201539,Double salts and mixtures,3572.560783803779
1260,301211,Sailboats (except inflata,3566.254756677596
1261,233199,Sub-contracted operations,3525.2250496942843
1262,236499,Sub-contracted operations,3525.2250496942843
1263,139313,Tufted carpets and other ,3493.5810070570874
1264,279045,Particle accelerators,3461.12327328422
1265,273112,Optical fibres and optica,3418.4640158853927
1266,110599,Sub-contracted operations,3367.1903971400416
1267,289911,Folding machines for book,3353.0667463313284
1268,139199,Sub-contracted operations,3183.2147485188725
1269,205111,Propellant powders,3181.0336521143217
1270,234112,"Ceramic tableware, other ",3108.2240288051194
1271,241033,Hot-rolled flat products ,3073.057181853026
1272,282970,Hand-held blow pipes for ,3025.301408743152
1273,259199,Sub-contracted operations,3020.3403220808323
1274,206012,High-tenacity filament ya,2999.551217752459
1275,289932,"Roundabouts, swings, shoo",2999.551217752459
1276,324032,Puzzles,2981.991519855953
1277,109299,Sub-contracted operations,2979.283780446434
1278,322020,Parts and accessories of ,2971.9542083756965
1279,201499,Sub-contracted operations,2852.9901702058714
1280,244599,Sub-contracted operations,2794.8099887738913
1281,107399,Sub-contracted operations,2783.72224998309
1282,162911,"Tools, tool bodies and ha",2688.535397378617
1283,301191,Conversion and reconstruc,2660.7495675509313
1284,262012,"Point-of-sale terminals, ",2612.4999944944348
1285,162299,Sub-contracted operations,2583.3970959976646
1286,321213,Articles of jewellery and,2573.6915567170263
1287,284913,Drilling machines for wor,2566.708812208304
1288,108299,Sub-contracted operations,2513.098760408796
1289,236299,Sub-contracted operations,2495.9377535509598
1290,244120,Gold (including gold plat,2484.180402703286
1291,244130,Platinum. Unwrought or in,2483.7493693505694
1292,254011,"Military weapons, other t",2437.0668375664154
1293,131022,"Wool, degreased or carbon",2435.7592704548806
1294,329955,"Artificial flowers, folia",2373.989729760623
1295,283081,"Machines for cleaning, so",2322.5047083072704
1296,72913,Aluminium ores and concen,2272.2203841206906
1297,161022,"Bamboo, incl. strips and ",2236.980571121159
1298,139915,Gimped yarn and gimped st,2208.2588737919878
1299,201659,"Petroleum resins, coumaro",2154.6608246498326
1300,282950,Non-domestic dish-washing,1988.5846291949147
1301,275128,Domestic electric cookers,1675.9336007814763
1302,162925,"Manufactures of straw, of",1666.8804851819007
1303,205954,Activated carbon,1595.982474998178
1304,244499,Sub-contracted operations,1595.982474998178
1305,323013,"Water-skis, surfboards, s",1586.6493500024392
1306,222399,Sub-contracted operations,1564.5052431336428
1307,162199,Sub-contracted operations,1541.5245923128673
1308,289320,"Machines for cleaning, so",1432.7380100578823
1309,162312,Shuttering for concrete c,1428.6841761130825
1310,107299,Sub-contracted operations,1347.7901655916844
1311,161031,"Wood in the rough, treate",1264.6147294329114
1312,243412,Stainless steel wire (exc,1238.769707434244
1313,282215,Self-propelled works truc,1180.5419122979135
1314,105299,Sub-contracted operations,1174.1136338253564
1315,289931,"Dryers for wood, paper pu",1099.9701026814207
1316,259924,"Statuettes, frames, mirro",1089.292747701951
1317,103215,Grape juice (including gr,1047.3878366849992
1318,101115,Meat of horses and other ,1046.6902269918482
1319,267099,Sub-contracted operations,1046.6902269918482
1320,265186,Parts and accessories of ,952.1667232079515
1321,259960,Chain glove and a defende,952.1667232079515
1322,282941,Centrifuges (excluding cr,920.179852671065
1323,309910,Vehicles not mechanically,920.179852671065
1324,301199,Sub-contracted operations,917.8806975394322
1325,272099,Sub-contracted operations,867.3918153737413
1326,171279,Multi-ply paper and paper,814.0100332378861
1327,235199,Sub-contracted operations,781.8443891207927
1328,231411,Glass fibre threads cut i,747.2782780268678
1329,101135,"Frozen meat, of horses an",746.0012196138658
1330,257114,Table flatware (excluding,601.2891900578924
1331,151141,Sheep or lamb skin leathe,597.4834919547957
1332,162991,"Wood and cork, except fur",539.1880758887164
1333,201472,Wood charcoal whether or ,532.1075263179147
1334,108430,Salt suitable for human c,476.72292218643304
1335,172411,Wallpaper and similar wal,459.3391695824316
1336,182010,Reproduction of sound on ,455.79222257586036
1337,108211,Cocoa paste (excluding co,454.62177760556114
1338,161024,Wood wool; wood flour,375.67525814548446
1339,281328,Air pumps and ventilating,319.6612158071607
1340,162922,Corks and stoppers of nat,263.0567618570219
1341,309299,Sub-contracted operations,257.14284163738665
1342,171212,Handmade paper and paperb,250.48517980390753
1343,266014,Appliances for overcoming,248.68597459784445
1344,162923,"Corks and stoppers, cylin",214.85600481553448
1345,142010,Articles of apparel and c,167.52812741032344
1346,282499,Sub-contracted operations,137.75786312744438
1347,221199,Sub-contracted operations,137.62466566797463
1348,321212,"Industrial diamonds, work",106.81376454321378
1349,289199,Sub-contracted operations,99.33747177086778
1350,139311,Knotted carpets and other,76.75388758473981
1351,291024,"Motor vehicles, with both",16.388873304351318
1352,264011,Radio broadcast receivers,4.675976490710536
1353,139499,Sub-contracted operations,0.0
1354,139911,Tulles and other net fabr,0.0
1355,221972,Floor coverings and mats ,0.0
1356,321299,Sub-contracted operations,0.0
1357,133013,Dyeing of woven fabrics o,0.0
1358,239914,"Artificial graphite, coll",0.0
1359,241023,Flat semi-finished produc,0.0
1360,192021,Unleaded gasoline,0.0
1361,192024,Spirit type and kerosene ,0.0
1362,192025,Chemical industry petrol,0.0
1363,192026,Gas oil to diesel engines,0.0
1364,192028,Fuel oils n.e.c.,0.0
1365,192031,"Propane and butane, lique",0.0
1366,151110,Tanned or dressed whole f,0.0
1367,151151,"Leather of other animals,",0.0
1368,102026,Caviar (sturgeon roe),0.0
1369,102091,Smoking and other preserv,0.0
1370,291041,Goods vehicles with a die,0.0
1371,324041,Playing cards,0.0
1372,152012,Sandals with rubber or pl,0.0
1373,201413,Chloromethane (methyl chl,0.0
1374,120012,Cured stemmed/striped tob,0.0
1375,309220,Invalid carriages not mec,0.0
1376,301299,Sub-contracted operations,0.0
1377,162121,"Densified wood, in blocks",0.0
1378,105151,Condensed or evaporated m,0.0
1379,105153,Casein and caseinates,0.0
1380,162913,Wood marquetry and inlaid,0.0
1381,81213,Mixtures of slag and simi,0.0
1382,245230,Tube or pipe fittings of ,0.0
